Table S7. Host predicted by homology match.															
Qry Seqence ID	Salmonella Genome ID	E-value	Identity	Bitscore	Qry Alignment Len	Sub Alignment Len									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000025.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000025.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000055.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000055.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000075.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000075.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000085.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000085.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000085.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000115.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000115.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000115.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000125.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000125.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000125.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000125.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000155.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000155.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000155.1.fna	0	87.647	3253	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000155.1.fna	0	87.785	3275	2797	2805									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000165.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000165.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000165.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000195.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000195.1.fna	0	87.647	3253	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000195.1.fna	0	87.785	3275	2797	2805									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000215.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000215.1.fna	0	87.769	3190	2727	2735									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000215.1.fna	0	87.911	3212	2727	2735									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000235.1.fna	0	75.312	1430	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000235.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000235.1.fna	0	87.818	3258	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000235.1.fna	0	87.957	3280	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000275.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000275.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000285.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000285.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000285.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000295.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000295.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000295.1.fna	0	87.647	3253	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000295.1.fna	0	87.785	3275	2797	2805									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000335.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000335.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000355.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000355.1.fna	0	87.647	3253	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000355.1.fna	0	87.785	3275	2797	2805									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000375.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000375.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000375.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000385.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000385.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000415.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000415.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000425.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000425.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000425.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000425.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000455.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000455.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000455.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000475.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000475.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000475.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000495.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000495.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000495.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000505.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000505.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000515.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003000515.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003000515.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003000555.1.fna	0	75.352	1447	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003000555.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005765.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005785.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005795.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005805.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005845.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005865.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005875.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005885.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005925.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005935.1.fna	0	86.444	3201	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005945.1.fna	0	86.444	3201	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005985.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003005995.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003030125.1.fna	0	86.371	3206	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003031835.1.fna	0	86.521	3212	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003047335.1.fna	0	88.706	3415	2797	2796									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003047335.1.fna	0	88.885	3443	2797	2796									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_003047335.1.fna	0	88.885	3443	2797	2796									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003052785.2.fna	0	75.449	1445	3121	3115									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003064165.2.fna	0	88.038	3314	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003064165.2.fna	0	88.177	3336	2797	2805									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_003064165.2.fna	0	88.177	3336	2797	2805									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064175.1.fna	0	75.475	1445	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064175.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003064175.1.fna	0	87.751	3247	2779	2788									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003064175.1.fna	0	87.89	3269	2779	2788									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064245.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064265.1.fna	0	75.517	1445	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064265.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003064265.1.fna	0	87.751	3247	2779	2788									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003064265.1.fna	0	87.89	3269	2779	2788									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064285.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064305.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064365.2.fna	0	75.23	1402	3107	3101									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064365.2.fna	0	79.43	2427	3452	3458									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064385.1.fna	0	86.43	3217	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064405.2.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064425.1.fna	0	73.478	1530	4408	4381									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064445.1.fna	0	73.482	1530	4405	4378									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003064465.1.fna	0	73.482	1530	4405	4378									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064545.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064555.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064605.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064625.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064635.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064665.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064685.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064705.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064725.1.fna	0	86.41	3195	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064745.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064765.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064785.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064805.1.fna	0	86.256	3188	2939	2948									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064825.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064845.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064865.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064885.1.fna	0	86.444	3201	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064895.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064925.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064945.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003064965.1.fna	0	86.29	3195	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065125.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065125.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065135.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065135.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065185.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065185.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065205.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065205.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065225.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065225.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003065225.1.fna	0	87.941	3162	2685	2688									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003065225.1.fna	0	86.651	3190	2886	2889									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065235.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065235.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065265.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065265.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003065265.1.fna	0	86.883	3162	2826	2829									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003065265.1.fna	0	87.059	3190	2826	2829									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065275.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065275.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065305.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065305.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003065305.1.fna	0	87.941	3162	2685	2688									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003065305.1.fna	0	86.651	3190	2886	2889									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065325.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065325.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_003065325.1.fna	0	86.883	3162	2826	2829									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_003065325.1.fna	0	87.059	3190	2826	2829									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065445.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065445.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065455.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065455.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065505.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065505.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065515.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065515.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065545.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065545.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065555.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065555.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065585.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065585.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065625.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065625.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065645.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065645.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065665.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065665.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065685.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065685.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065705.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065705.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065725.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065725.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065735.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065735.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065765.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065765.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065785.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065785.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065805.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065805.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065815.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065815.1.fna	0	86.367	3206	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_003065845.1.fna	0	75.517	1439	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065845.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065905.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065925.1.fna	0	86.425	3217	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065945.1.fna	0	86.546	3217	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065965.1.fna	0	86.425	3217	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065985.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_003065995.1.fna	0	86.546	3217	2921	2931									
